onset	duration	trial_type
0.6	1.5	RpFA
6.7	2.4	Foil
9.7	1	RpFA
15.8	2.4	Foil
20.1	2.4	Foil
23.1	1	RpFA
27.4	1	RpHit
31.7	1.5	RpHit
36.5	1	RpHit
42.6	0.8	FA
47.4	2.4	Foil
52.2	2.4	Foil
56.4	1.6	FA
59.5	1.5	RpCR
66.1	0.8	FA
70.9	2.4	Foil
73.9	1.5	RpFA
78.7	1.5	RpMiss
84.8	0.6	Hit
89.6	1.6	Hit
93.9	0.9	Hit
98.7	0.6	Miss
101.7	1.5	RpCR
106.5	1.5	RpFA
112.6	2.4	Foil
116.9	2.2	CR
119.9	1	RpHit
124.2	1	RpCR
129.8	0.7	FA
132.8	1	RpMiss
138.4	0.8	Hit
142.7	2.4	Foil
145.7	1	RpCR
150	1	RpFA
155.6	1.2	CR
159.9	1.5	FA
164.7	0.4	CR
167.7	1	RpFA
173.3	2.4	Foil
178.1	0.8	CR
181.1	1	RpMiss
186.7	1.9	Miss
191	2.4	Foil
195.8	2.4	Foil
198.8	1.5	RpHit
205.4	2	FA
208.4	1.5	RpHit
213.2	1.5	RpHit
219.8	0.6	Hit
224.6	0.7	FA
229.4	0.7	Hit
234.2	1.2	Hit
238.5	0.4	Miss
245.8	1	RpFA
250.1	1.5	RpMiss
254.9	1	RpMiss
261	2.4	NR
264	1.5	RpFA
265.8	2.4	NR
268.8	1	RpCR
274.4	0.8	Miss
279.2	2.4	Foil
283.5	0.8	FA
288.3	0.8	CR
291.3	1.5	RpCR
296.1	1.5	RpHit
302.7	1.4	FA
307.5	0.5	Miss
311.8	0.4	CR
314.8	1.5	RpMiss
319.6	1.5	RpHit
325.7	2.5	Foil
328.7	1.5	RpCR
335.3	1.1	Miss
340.1	1.5	Hit
343.1	1.5	RpHit
349.2	0.5	CR
354	1.2	Hit
357	1.5	RpHit
361.8	1.5	RpFA
366.6	1	RpHit
370.9	1.5	RpFA
375.7	1	RpMiss
381.3	2.5	Foil
385.6	0.5	Hit
389.9	1	FA
394.2	1	Miss
399	1	Hit
402	1	RpCR
406.3	1	RpHit
412.4	0.5	Hit
416.7	1.8	FA
421.5	0.6	CR
425.8	1	Hit
